,Unnamed: 0,place_name,description,province,etymology
721,721,Murray Bay,"Murray Bay: river, bay, town, famous summer resort,
    in Charlevoix county, Quebec. They were named in honour of General James Murray,
    first Governor of British Canada. See Murray.",Quebec,English
722,722,Muskoka,"Muskoka: district in Ontario, formed in 1868, and a
    township in this district, surveyed in 1857, and also of a
    lake, a river and a bay in the same area. The word Muskoka is generally derived from the name
    of a Chippaway Indian chief, Misquuckkey, whose name is
    attached, among others, to two treaties made in 1815,
    surrendering 250,000 acres in this part of Ontario to the
    Crown for the sum of £4,000. [202]",Ontario,Indigenous
723,723,Naas,"Naas: river and bay, Cassiar district, B.C. This name is a Tlingit Indian word meaning, “satisfier
    of the stomach” or “food depot”. The reference is to the
    abundance of fish found in these waters.",Unknown,Indigenous
724,724,Nanaimo,"Nanaimo: city, river and harbour, Vancouver Island,
    B.C. The meaning of the word is “strong, big, great”.
    There used to be several small tribes of Indians in this
    vicinity, but, for protection, they formed “one big union”
    or confederacy and called themselves “Esta Nanaimo”.
    The whites called their early settlement Colville Town,
    after Andrew Colville, Governor of the Hudson’s Bay
    Company, 1852-’56, but after 1860 the Indian name,
    Nanaimo, came into general use. Information received
    from A. H. Horne, postmaster, whose father, Adam Grant
    Horne, settled in B.C. in 1850.",Unknown,Indigenous
725,725,Napanee,"Napanee: chief town and also river in Lennox county,
    Ontario. There is some uncertainty about its origin. It is
    generally derived from Mississauga Indian, Nan-pan-nay,
    meaning “flour”, the milling of wheat being the town’s
    first industry. On the other hand it is said the river
    was known as the Apanee before the first mill was erected,
    and that Napanee is a derivative from a term whose
    meaning is unknown.",Ontario,Indigenous
726,726,Nassagaweya,"Nassagaweya: village, river and township in Halton
    county, Ontario. The township was surveyed in 1819. The name is a corruption of the Mississauga Indian
    term, Na-zhe-sah-ge-way-yong, meaning “a river with
    two ways or outlets”. The village and township were
    named after the river. [203]",Ontario,Indigenous
727,727,Neebing,"Neebing: river flowing into Thunder Bay in Neebing
    township, Thunder Bay district, Ontario. The name is Chippewa Indian for “summer”.",Ontario,Indigenous
728,728,Nelson,"Nelson: city in East Kootenay district, B.C., founded
    about 1887 by a Mr. Sproat. Its first name was Salisbury, after Lord Salisbury,
    sometime Premier of Great Britain and Ireland, then
    Stanley after Lord Stanley of Preston, sometime
    Governor-General of Canada, and later Nelson after Hon.
    Hugh Nelson (1830-1896), then Lieutenant-Governor of
    B.C. Post Office opened for the first time on August 1st,
    1889, and under the name of Nelson.",Unknown,English
729,729,Nelson,"Nelson: a river flowing from Lake Winnipeg into
    Hudson Bay, Man. According to Luke Fox, or Foxe, an English navigator,
    who attempted the North-West Passage in 1631 and
    published his experiences under the name of North-West
    Fox, (Foxe), this river was named Port Nelson by Sir
    Thomas Button, an English navigator, in honour of his
    sailing master (Nelson) who was buried there. Button
    was frozen in and wintered on the west coast of Hudson
    Bay in 1612-’13.",Unknown,English
730,730,Nelson,"Nelson: the name of a township in Halton county,
    Ontario, surveyed in 1806. It was named in honour of Horatio Viscount Nelson
    of the Nile and Duke of Bronte in Italy, 1758-1805. He
    was the son of Rev. Edmund Nelson and begun his career
    on the sea at the age of twelve years, becoming Tennyson’s
    “The greatest sailor since our world began”. Nelson
    crowned his long and able service with his life in the
    battle of Trafalgar, Oct. 21st, 1805. It was at the
    beginning of this engagement that he gave his memorable
    signal, “England expects every man to do his duty”. [204]",Ontario,English
731,731,Nelson,"Nelson is also the name of a canton in the county of
    Megantic, Quebec, erected in 1804, in honour of the
    English Admiral.",Quebec,English
732,732,Nepean,"Nepean: township in Carleton county, Ontario,
    formed in 1798. It was, doubtless, named after Sir Evan Nepean,
    Under Secretary for the Colonies at this period.",Ontario,English
733,733,Nepigon,"Nepigon (Nipigon): lake, river and bay in Thunder
    Bay district, Northern Ontario. The word is a corruption of the Indian name, Annimigon,
    meaning “lake that you cannot see the end of”,
    according to Picturesque Canada, edited by G. M. Grant.
    Mr. R. Bell of the Geological Commission of Canada
    states Nepigon is Algonquin Indian meaning “a deep lake
    of clear water”. Other authorities derive the name from Aweenipigo, Indian for “the water which stretches far”. Lake Nepigon might well be included in the St.
    Lawrence system of Great Lakes for it is full half as
    large as Lake Ontario, and the main source of the St.
    Lawrence.",Ontario,Indigenous
734,734,New Brunswick,"New Brunswick: one of the provinces of Canada, a
    part of the ancient French Acadie. The American War of Independence, 1775-’83, has
    been called the mother of New Brunswick. St. John was
    founded in 1793 by United Empire Loyalists. The next
    year New Brunswick was separated from Nova Scotia and
    erected into a separate province. The name was chosen
    as a compliment to King George III., 1760-1820, who was
    descended from the House of Hanover or Brunswick, a
    principality of Prussia.",New Brunswick,English
735,735,Newcastle,"Newcastle: port of entry on Miramichi River, New
    Brunswick, and village in Durham county, Ontario. [205] They were named after the city of Newcastle,
    England, by pioneers in memory of their former home.",Ontario,English
736,736,Niagara,"Niagara: river which empties the waters of Lake
    Erie into Lake Ontario; famous Falls of the river; and
    township in Lincoln county, Ontario, surveyed in 1798. It is generally stated to be a Huron Indian word,
    meaning “thunderer of waters, resounding with a great
    noise”. Some writers hold the word is of neutral origin,
    others again maintain it is Iroquois, and interpret it
    variously as “neck” that is “connecting water”, “divided
    waterfalls”, “bisected bottom land”.",Ontario,Indigenous
737,737,Nichol,"Nichol: township in Wellington county, Ontario,
    erected in 1822. It was named in honour of Lieutenant-Colonel Robert
    Nichol who rendered invaluable services to Canada during
    the War of 1812-’14. Richardson in his War of 1812 states
    that “Lieutenant-Colonel Robert Nichol of the 2nd
    Regiment of Norfolk Militia was appointed Quartermaster-General
    of Militia at the beginning of the war,
    and performed the arduous and important duties of that
    office to the entire satisfaction of the commanding officers.”
    General Brock entrusted Col. Nichol with the
    arrangements for moving his force from Long Point to
    Amherstburg and for the crossing of the troops to Detroit
    on August 16th, 1812. It is said on every important question
    he was consulted by the officers in command. Col.
    Nichol received the gold medal for Detroit. He was elected
    member of the Legislative Assembly for Norfolk in
    1813, 1817, and in 1820. His death was caused by driving
    over the cliff on a stormy night near Queenston. He was
    buried in Stamford cemetery on the 6th of May, 1824.",Ontario,English
738,738,Nightingale,"Nightingale: township in Haliburton district, Ontario,
    formed in 1878. [206] It was named in honour of Florence Nightingale who
    organized and led a band of hospital nurses to attend the
    sick and wounded soldiers in the Crimean War, 1854-’56.
    This was an innovation and Miss Nightingale won the
    world’s admiration for her efforts to relieve the sufferings
    of the camp.",Ontario,English
739,739,Nipissing,"Nipissing: district in Ontario, formed in 1858, a township
    in this district, surveyed in 1879, and a lake and
    village in the southern part of the district. The lake was the first to receive the name, the Indian
    word Nipissing meaning “the little body of water”—in
    comparison with the Great Lakes.",Ontario,Indigenous
740,740,Nissouri,"Nissouri: township, East, in Oxford county, and
    Nissouri township, West, in Middlesex county, were both
    surveyed in 1820. The origin of the name is uncertain. Some writers
    think it is related to the Indian word Missouri which
    means “muddy water”. Many residents think it is a
    corruption of “Nigh Zorra” to which letters were
    addressed in the early days. Zorra is the name of an
    adjoining township, erected in 1819.",Unknown,Indigenous
