,CGNDB ID,place_name,ISO Language Code,language,Syllabic Form,term,category,Concise Code,Toponymic Feature ID,lat,long,Location,province,relevance,Decision Date,Source,Unnamed: 0.1,Unnamed: 0,description,etymology,merge_type,source
3906,FAEAC,Athol,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,42480195c6cd11d892e2080020a0f4c9,45.32013,-74.8936,Glengarry,Ontario,250000,12/31/1974,Ontario-Ministry of Natural Resources and Forestry,62.0,62.0,"Athol: township in Prince Edward county, Ontario,
    formed in 1835. It took its name from Athol in Perthshire, Scotland,
    of which John Murray was fourth Duke. This Duke of
    Athol was grand master of the Masons in England, and
    gave a charter to Provincial Secretary Jarvis of Upper
    Canada.",Scottish,exact,Armstrong (1930)
3918,JARLL,Attachie,mis,Uncoded languages,,Locality,Populated Place,UNP,cec34aa6c6cd11d892e2080020a0f4c9,56.2163889,-121.4180556,Peace River Land District,British Columbia,250000,12/31/1966,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
3936,FAEEC,Dudley,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c20f013849c20c3c262f7ce6d0755d5,43.9030556,-79.0116666,Durham,Ontario,250000,5/4/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
3968,EJFQF,Awikwataukach,crl,"East Cree, Northern",,Named Locality,Populated Place,UNP,1b68a129bf8f11d892e2080020a0f4c9,56.1272222,-74.7319444,Baie-d'Hudson; Nord-du-Québec,Quebec,250000,8/17/1978,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
3983,HAKOG,B-Say-Tah,dak,Dakota,,Resort Village,Populated Place,VILG,5088d68cc6cd11d892e2080020a0f4c9,50.7808721,-103.837386,23-21-14-W2,Saskatchewan,250000,5/29/1985,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
4008,DAYQQ,Baie Verte,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,03f9e160c6ce11d892e2080020a0f4c9,45.983333,-64.15,Westmorland,New Brunswick,250000,6/2/1955,"New Brunswick-Tourism, Culture and Heritage",,,,French,fuzzy,Armstrong (1930)
4039,FEGGY,Beamsville,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c61403f849c20c320cbfedd53fec4b0,45.1838889,-74.4144444,Glengarry,Ontario,250000,2/7/1951,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4041,FEGHA,Blair,und,Undetermined,,Urban Community,Populated Place,UNP,0c6140c1849c20c304fec1c819b08807,48.4241667,-89.4252778,Thunder Bay,Ontario,250000,11/10/1936,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930)
4063,FAENL,Ballantyne,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c20c875849c20c38315b3d9af4837a3,44.0355555,-79.2986111,York,Ontario,250000,5/4/1950,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930)
4068,FAEOX,Ballycanoe,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c20bfb3849c20c3017cfe9ef24ebfbf,44.5338889,-75.9066667,Leeds,Ontario,250000,1/12/1967,Ontario-Ministry of Natural Resources and Forestry,79.0,79.0,"Ballycanoe: community or district in Yonge township,
    Leeds county, Ontario, settled 1820-’22 by immigrants
    from the vicinity of the village of Ballycanoe, Wexford
    county, Ireland. The origin of part of this name is uncertain. Bally is
    a term found in many Irish place-names and means
    “town, community”. In his History of the County of
    Wexford published in 1911, Herbert Hone states “The
    name [Ballycanew] probably signifies ‘Conway’s town’
    but no original Irish authority has been or probably ever
    will be discovered to prove whether this conjecture is
    correct.” After considerable investigation the writer is of the
    opinion that the name is a corruption of Bally-an-noe,[23] meaning “the new town”. In Irish an is the form of the
    definite article “the” and noe often occurs for “new”.",Irish,exact,Armstrong (1930)
4073,FAEPN,Palmerston,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c20bcf2849c20c3015d4e3e1867e7a0,51.057267,-93.743191,Kenora,Ontario,250000,12/2/1947,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4080,FAEPY,Bala,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c20ba45849c20c33357572884e405da,43.9880556,-79.0605556,Durham,Ontario,250000,5/4/1950,Ontario-Ministry of Natural Resources and Forestry,,,,Welsh,fuzzy,Armstrong (1930)
4100,FAETP,Bonfield,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c20a75d849c20c3be9bba884f6654a9,49.69761,-87.08119,Thunder Bay,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4110,FAFGE,Barrie,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c205a84849c20c3cf4c1e98566cbc3d,46.4418,-84.02615,Algoma,Ontario,250000,12/12/1939,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4119,FAEYB,Beamsville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c208b39849c20c3b3c84276cfccb18f,45.09817,-79.43103,Muskoka,Ontario,250000,1/17/1951,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4189,EKAHO,Iberville,und,Undetermined,,Hamlet,Populated Place,UNP,017c438dd1e011d892e2080020a0f4c9,48.517913,-77.683366,Barraute; Abitibi,Quebec,250000,12/21/1982,Quebec-Commission de Toponymie,,,,French,fuzzy,Armstrong (1930)
4190,FAFJI,Warwick,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c204a86849c20c31aca553243ce70df,48.64478,-93.98434,Rainy River,Ontario,250000,12/31/1962,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4211,ELIDL,Batiscan,mis,Uncoded languages,,Municipality,Populated Place,VILG,0ccd2151849c20c3eab34371940c7d44,46.488252,-72.256772,Batiscan; Les Chenaux,Quebec,250000,6/12/1986,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
4212,HACRF,Batoche,crg,Michif,,Locality,Populated Place,UNP,1ec06f81c6ce11d892e2080020a0f4c9,52.733372,-106.100561,8-43-1-W3,Saskatchewan,250000,5/29/1985,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
4275,FAFQO,Bonfield,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c202f28849c20c3010256f13b1e22d1,43.0458333,-80.6147222,Oxford,Ontario,250000,9/7/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4278,FAFRD,Alton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c202d77849c20c3113fe47914de2e2d,42.9975,-80.2258333,Norfolk,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4312,EFLSH,Beauce,und,Undetermined,,Railway Stop,Populated Place,UNP,e73323cabbe611d892e2080020a0f4c9,46.641667,-79.009722,Témiscaming; Témiscamingue,Quebec,250000,1/22/1974,Quebec-Commission de Toponymie,,,,French,fuzzy,Armstrong (1930)
4378,BADXS,Bedeque,mic,"Mikmaw, Migmaw",,Locality,Populated Place,UNP,2fba231ec6ce11d892e2080020a0f4c9,46.336795,-63.724678,Prince,Prince Edward Island,250000,9/9/2014,Prince Edward Island-Department of Finance,,,,Indigenous,exact,Canadian Geographic Names Database
4396,FAGSD,Beeton,und,Undetermined,,Urban Community,Populated Place,UNP,3df6da57c6ce11d892e2080020a0f4c9,44.08259,-79.7868,Simcoe,Ontario,250000,1/1/1991,Ontario-Ministry of Natural Resources and Forestry,96.0,96.0,"Beeton: village in Simcoe county, Ontario. It is so named because of a large apiary there. The
    place was formerly known as Clarksville, after Robert
    Clark, one of the first settlers, though the post office of
    Tecumseth, after the township, was for some years in the
    village, having been removed from some miles away. The
    change of the name to Beeton was effected in 1878 by
    D. A. Jones who conducted an apiary there.",English,exact,Armstrong (1930)
4411,FAGUT,Bedford,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1fa83c849c20c3dc2858da81d86e71,43.8836111,-79.1811111,Durham,Ontario,250000,5/4/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4415,FAGXP,Bell Ewart,und,Undetermined,,Urban Community,Populated Place,UNP,0d032272849c20c363a36a2f9f5bf1bd,44.2713889,-79.5419445,Simcoe,Ontario,250000,9/7/1950,Ontario-Ministry of Natural Resources and Forestry,97.0,97.0,"Bell Ewart: village in Simcoe county, Ontario. It took its name from James Bell Ewart, a bank agent
    in Dundas, but owner of a large tract of land in this
    district. [27]",English,exact,Armstrong (1930)
4427,FAGXG,Belleville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1f9db8849c20c30f4731960924ccd3,47.65347,-79.5931,Timiskaming,Ontario,250000,9/7/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4450,IAEDG,Belly,und,Undetermined,,Locality,Populated Place,UNP,0c841e53849c20c3d39581ac8bd10c3f,55.7538889,-118.2333333,15-78-2-W6,Alberta,250000,3/2/1948,AB-Ministry of Culture and Status of Women,,,,Indigenous,fuzzy,Armstrong (1930)
4465,FERMK,Beeton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0a5c176ed05311d892e2080020a0f4c9,43.1755555,-81.1388889,Middlesex,Ontario,250000,2/12/1988,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4474,CACQT,Benacadie,mic,"Mikmaw, Migmaw",,Community,Populated Place,UNP,ea6803bcaf4c11d892e2080020a0f4c9,45.946211,-60.726298,Cape Breton,Nova Scotia,250000,6/26/2007,Nova Scotia-Department of Internal Services,,,,Indigenous,exact,Canadian Geographic Names Database
4484,FAHDD,Miller,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c1f7c4d849c20c34fd05994ec6b8726,43.72178,-81.62476,Huron,Ontario,250000,12/31/1962,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930)
4488,FAHEN,Cannington,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1f6fe0849c20c35226d4ce98425ed3,43.1925,-80.9552778,Oxford,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4497,FAHFW,Bentinck,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1f6a15849c20c3c17fdebbcb82f2c2,44.25368,-80.87094,Grey,Ontario,250000,4/16/1945,Ontario-Ministry of Natural Resources and Forestry,103.0,103.0,"Bentinck: township in Grey county, Ontario, formed
    in 1840. It is named in honour of Lord William Charles Bentinck,
    Governor-General of India, 1828-’34.",English,exact,Armstrong (1930)
4514,EQBIJ,Bernier,und,Undetermined,,Administrative Sector,Populated Place,UNP,0ced5588849c20c3de59f626442c3fe9,46.6888889,-71.3583333,Lévis; Chaudière-Appalaches,Quebec,250000,12/9/1994,Quebec-Commission de Toponymie,,,,French,fuzzy,Armstrong (1930)
4523,EFNEE,Berthier,und,Undetermined,,Railway Stop,Populated Place,UNP,6f3ba1ccbbea11d892e2080020a0f4c9,46.0883333,-73.2122222,Sainte-Geneviève-de-Berthier; D'Autray,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,107.0,107.0,"Berthier: county in Quebec. It was named after Captain Alexander Berthier of the
    Regiment de Carignan, given an immense grant of land
    here by Frontenac in 1674.",French,exact,Armstrong (1930)
4526,FAHLU,Bertie,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c1f42b5849c20c34b9281cd7ab70621,44.1322222,-81.5041667,Bruce,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4536,EFNHS,Betchouane,moe,Innu,,Named Locality,Populated Place,UNP,7ba40e2abbea11d892e2080020a0f4c9,50.238988,-63.197202,Havre-Saint-Pierre; Minganie,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
4554,FAHQB,Bexley,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1f2f97849c20c3bd1c905b86a39668,44.65403,-78.91026,Victoria,Ontario,250000,11/5/1953,Ontario-Ministry of Natural Resources and Forestry,113.0,113.0,"Bexley: township in Victoria county, Ontario, surveyed
    in 1831. It was named in honour of Right Hon. Nicholas Vansittart,
    Lord Bexley, a distinguished British statesman of
    the first quarter of the nineteenth century. Admiral
    Vansittart, a cousin, received large tracts of land in[30] Upper Canada from the British Government for naval
    services. He came to Canada in 1834 and had a place in
    Bexley township near Balsam Lake. Lord Bexley’s title
    was taken from Bexley in Kent County, England.",English,exact,Armstrong (1930)
4573,CACYQ,Bras d'Or,und,Undetermined,,Community,Populated Place,UNP,0d7e406faf4d11d892e2080020a0f4c9,46.285349,-60.41336,Victoria,Nova Scotia,250000,6/10/2010,Nova Scotia-Department of Internal Services,,,,French,fuzzy,Armstrong (1930)
4614,FAILI,Billings,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1ed9ed849c20c3206aedc9087d1ebf,45.85121,-82.21851,Manitoulin,Ontario,250000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,117.0,117.0,"Billings: township in Manitoulin, Ontario, surveyed
    in 1864. It takes its name from Elkanah Billings, F.R.G.S.,
    born near Ottawa in 1820. He practised law until he was[31] appointed palæontologist on the geological survey of Canada.
    Mr. Billings made a large collection of fossils from
    the rocks in the Ottawa district and in 1856 founded the Canadian Naturalist.",English,exact,Armstrong (1930)
4722,FAJTR,Blair,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c1e470d849c20c382d92fc74a5bf280,43.38329,-80.38816,Waterloo,Ontario,250000,7/7/1949,Ontario-Ministry of Natural Resources and Forestry,123.0,123.0,"Blair: township in Parry Sound district, Ontario, surveyed
    in 1878. Its origin is uncertain. It has been suggested that it
    was named after the Hon. Timothy Blair Pardee who was
    Commissioner of Crown Lands, 1873-’88. Others think it
    was named in honour of Hon. Adam Johnson Fergusson
    Blair who was Receiver-General and Provincial Secretary
    before Confederation, 1867.",Scottish,exact,Armstrong (1930)
4724,FAJTX,Brampton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1e42ba849c20c385159ad2cac87ed1,45.02944,-78.65571,Haliburton,Ontario,250000,1/17/1952,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4726,FAJUJ,Barton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1e3e80849c20c3de442308c0a1ac97,44.46432,-77.76259,Peterborough,Ontario,250000,11/3/1932,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4728,FAJUN,Lake,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c1e4041849c20c39ea8f015a68b31e1,43.4547223,-81.6577778,Huron,Ontario,250000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
4749,CBRJG,Blomidon,und,Undetermined,,Community,Populated Place,UNP,0cfa8177affd11d892e2080020a0f4c9,45.227441,-64.363094,Kings,Nova Scotia,250000,6/26/2007,Nova Scotia-Department of Internal Services,128.0,128.0,"Blomidon: majestic promontory extending into Minas
    Basin, 670 feet high, which forms the abrupt eastern
    termination of the north mountain chain, Kings County,
    Nova Scotia. The origin of the name is uncertain. Some authors
    state it is Portuguese. The Indian name for this wondrous
    Cape was Plekteok, meaning “a hand spike”, descriptive
    of its shape. Navigators of former days were
    fond of speaking of it by the name of Blow-me-down. Many writers, inspired by the scene, have told the
    story:",Indigenous,exact,Armstrong (1930)
